file name,timestamp,etag
EEG00071.zip,"Fri, 14 Oct 2022 08:01:36 GMT",624ff1ccb604c7ecd90cb9ebe49c2b3044aabf658212ca61caf0b12a30737729
EEG00072.zip,"Fri, 14 Oct 2022 08:01:46 GMT",453a3db24f1fe7b626c0e2c1d8ef644dbab9447b40bc4bb2f5fdf0973d7e56ed
EEG00073.zip,"Fri, 14 Oct 2022 08:02:01 GMT",c9fbd26179f39034650ae2a41da35015e348f480094097238fdd407febc266e4
EEG00074.zip,"Fri, 14 Oct 2022 08:02:11 GMT",b040bd8cd7348e76baa346d5e81aeded14d1efd377db650dd9633318bd753f97
EEG00075.zip,"Fri, 14 Oct 2022 08:02:20 GMT",71615cfb7b2f9b1f264ed60eed3c6086973c4b82ab91ceaed3ce7dc882020f97
EEG00076.zip,"Fri, 14 Oct 2022 08:08:24 GMT",a7af44577eaa7ac54a3bee11155a6f788a1afaaaf42dd27a752e47feef6d1a7d
EEG00077.zip,"Fri, 14 Oct 2022 08:15:34 GMT",2330067cc703f0ec52850ec68e0819cc61ebbbf7b52890e47c42d677ca6e073d
EEG00078.zip,"Fri, 14 Oct 2022 08:22:20 GMT",5b4da316e3b68d97971d0310a1318be9ea4bf8c98103f0cc98ab5c227d767320
EEG00079.zip,"Fri, 14 Oct 2022 08:28:41 GMT",1e8d0da0018b06343877b4993e6c2f6208fb18f8694ab03dc49ed26195402cf9
EEG00080.zip,"Fri, 14 Oct 2022 08:35:16 GMT",360d3a741ddc1475542ab1d4b8e031b62eef9d0e1e1d0e3e56ce211367823317
