file name,timestamp,etag
EEG00171.zip,"Wed, 26 Oct 2022 09:38:52 GMT",53626e8d42a442a04619fd89c23129dbdaa89a6ed5e563748c0c45caa11635c6
EEG00172.zip,"Wed, 26 Oct 2022 09:46:32 GMT",f4bec3237d6177db1058504879e65246daf9709d3f14837d5e618bc8d520a801
EEG00173.zip,"Wed, 26 Oct 2022 09:54:12 GMT",f83a4c0e89f11dbd2bd93f5fca0b41aefb0edc7c8e4006321f8a960c0472e81c
EEG00174.zip,"Wed, 26 Oct 2022 10:02:05 GMT",f9293aaa4e2c9fd1b31693a42e10cfc92d15a7f4e25c37ad33fba62943b549b4
EEG00175.zip,"Wed, 26 Oct 2022 10:09:46 GMT",ef15a3c3aac7e39cea1aad6758787b6b395d4580775d8395feff1f7e54535543
EEG00176.zip,"Wed, 26 Oct 2022 10:17:57 GMT",791f4a419b0c8cb4edc16e76f8330449d278bb8cfa52d8f8ea200cf02c60c130
EEG00177.zip,"Wed, 26 Oct 2022 10:26:20 GMT",8a0801247900b7586358fdef48a06b3a2bc0228b570cdbe9e87277c88062ee0e
EEG00178.zip,"Wed, 26 Oct 2022 10:34:01 GMT",fd9cae8d737bd0d10ed7cec10d1c12127620814785e101d871f0122664f43be6
EEG00179.zip,"Wed, 26 Oct 2022 10:41:42 GMT",752e77aae7facd93b1d68d6ff1a9c9d42ff694d5a7f243836feff1438e8e1a18
EEG00180.zip,"Wed, 26 Oct 2022 10:49:23 GMT",67a91607b30675cf330ae410499e478340ab3e51010d774297967cdda9276c22
