file name,timestamp,etag
EEG00161.zip,"Wed, 26 Oct 2022 07:10:29 GMT",dcbcd46524769850b03176cdddc6bb80e8fd740b2f31e44d52124d698b171fe0
EEG00162.zip,"Wed, 26 Oct 2022 07:10:36 GMT",f8af87673c2a01d03cf386d74ad7d090d3c1ac45d6d260a8177c97503196da5c
EEG00163.zip,"Wed, 26 Oct 2022 07:10:42 GMT",caf59cbce6a68fdf651797df4338f8c077587d582d83f1a1a2058031b95bf7fa
EEG00164.zip,"Wed, 26 Oct 2022 07:10:49 GMT",e697e4a65f2c5416d7dacd463f9ad3c4426213eaa697420f641bfb4b1215f3a0
EEG00165.zip,"Wed, 26 Oct 2022 07:10:55 GMT",47c5d7f7dda1645f6d902e60368a307cd44749d19e8b6ed4e4363a5c688b1d01
EEG00166.zip,"Wed, 26 Oct 2022 07:11:02 GMT",f54c60be5fed27efdeccc9a273c1d25153358a4f1dc31432de6ff3fc9e41a329
EEG00167.zip,"Wed, 26 Oct 2022 07:11:08 GMT",7d88b566e806160b585470d191bb4683a8e46ea3dfd0d7c78377dfa7b8a47dcd
EEG00168.zip,"Wed, 26 Oct 2022 07:11:17 GMT",d09cc453db76274dd2f884f946e4c3efa015b2cb1532e1a8cc4de4682fc60202
EEG00169.zip,"Wed, 26 Oct 2022 07:11:24 GMT",100658d62dd5e9f486f6422274942377686bf9bc43c74194cb3822285e5950c5
EEG00170.zip,"Wed, 26 Oct 2022 07:19:40 GMT",1513a9da198924174d8257add428240c43d353ab07a78120af2bfe7609b7aaa3
