file name,timestamp,etag
EEG00011.zip,"Thu, 13 Oct 2022 13:34:17 GMT",2b357ebdd3484a4ad0061894f2555e0ed985ca6b78ccdfcd7d803c05dbed8d9f
EEG00012.zip,"Thu, 13 Oct 2022 13:34:25 GMT",6618cc73ed056109505e429c2b652d09cda4c6c61ad60b3325879dae5c79f44d
EEG00013.zip,"Thu, 13 Oct 2022 13:34:34 GMT",3e4e0121e931d2b25f286c88762245bc62648ad5ccdeee510c04a7af6532a7a3
EEG00014.zip,"Thu, 20 Oct 2022 08:10:26 GMT",f9a68835f1419e0052fae923856ec591fc1ab397a0b0e6d1b37c2ba8e81d46eb
EEG00015.zip,"Thu, 13 Oct 2022 13:34:53 GMT",dd30605f70a819f6f0ccd047ae39ffb03cb89a276538f100b0fae1bfd933cada
EEG00016.zip,"Thu, 13 Oct 2022 13:35:01 GMT",9bd856185d32ac67aaeea5d52093588b1e55a33bfd3b3eb123eb8f505d20b774
EEG00017.zip,"Thu, 13 Oct 2022 13:35:12 GMT",044b5514d2b8b62ba703fe616c8e6a88fe34d411f6a4206a13c76556b51b64af
EEG00018.zip,"Thu, 13 Oct 2022 13:35:21 GMT",2becbdd9af944bed1b66b17aab660aa34c2ee0ee72bec7f626de7ffae7a5e5bd
EEG00019.zip,"Thu, 13 Oct 2022 13:35:30 GMT",d3744386c3816e534730d98ef81baacbb76365e74a12cf3564dcef2939fefbc3
EEG00020.zip,"Thu, 13 Oct 2022 13:35:40 GMT",a92fb70fc5b7af6db7725c29eb6792b97055289866521ece87eab6fa8d0915c0
