file name,timestamp,etag
EEG00091.zip,"Fri, 14 Oct 2022 10:15:27 GMT",e4b6aa9baefa5456da5cbdf2df3b805e0f2801e1c2a05416cf01a076de6950e5
EEG00092.zip,"Fri, 14 Oct 2022 10:21:39 GMT",da5a45a756da3595b6bea7dcca679ee338b9e22d71d98086d779e2e0140c761a
EEG00093.zip,"Fri, 14 Oct 2022 10:27:55 GMT",73ec35d49da98fbd39fee12783daa66234d4be86d0f4df3a056500f2707b67a9
EEG00094.zip,"Fri, 14 Oct 2022 10:34:16 GMT",0d978313740d4152b641022eda5e6e40958b202bdeb85c3b85a52a4960cff57b
EEG00095.zip,"Thu, 20 Oct 2022 08:10:53 GMT",4ec4669efa1485ed271318dd624d47c625076def099523a98621e386853aa419
EEG00096.zip,"Fri, 14 Oct 2022 10:41:09 GMT",165b5292b230e18fa5bdda17dcfca83c94f777ab49dbc9efa3d401cda3b5d943
EEG00097.zip,"Thu, 20 Oct 2022 08:10:59 GMT",a73f9bca79e66fc04abe5adde57babe5c1fefd2cbc3dc2e26e85f83f702e44c4
EEG00098.zip,"Thu, 20 Oct 2022 08:19:01 GMT",fabc87b114c97dd01c920f94a24b973a04f6c5d7f564f39a43dcae3ed2fa8047
EEG00099.zip,"Fri, 14 Oct 2022 10:47:34 GMT",2e250f8ed7f750fc19a944d67e722196679ea397c12d3a059e82239f3d5ca306
EEG00100.zip,"Fri, 14 Oct 2022 10:53:49 GMT",96e6ffef0d99e687a50374da3f579a4d906d9db062c25c3912505241fd5c54a8
