file name,timestamp,etag
EEG-rec_1-10.zip,"Tue, 22 Nov 2022 11:08:44 GMT",8ea8cc59686e50f03b9edc4a2d10f97daaec6025f1a68825e391451d50fd1029
EEG-rec_11-20.zip,"Tue, 22 Nov 2022 11:11:13 GMT",2441d7c6b23644a0e32a4875c8a242e4e4fd7ad479efe452ef84e5ee299e86ea
EEG-rec_31-40.zip,"Tue, 22 Nov 2022 11:13:42 GMT",f4afc4bbe9622e30a372cc437a0a181d41b618e19302854629fa29532338b002
EEG-rec_41-50.zip,"Tue, 22 Nov 2022 11:16:05 GMT",5759fe049dadeba70f2ae448a09f66284c8713d414aa0add5cd1bba59e8d2a53
EEG-rec_51-60.zip,"Tue, 22 Nov 2022 11:18:40 GMT",bc2a949db688f832c56ca5f8179c54aecc5f9f4430a0ff60d5f5df93aa233cbc
EEG-rec_61-70.zip,"Tue, 22 Nov 2022 11:21:16 GMT",6f871954a21d6ad88337f84722611d5c45f0f3e2e0b1191436fb0a8d12063fd9
EEG-rec_71-80.zip,"Tue, 22 Nov 2022 11:23:53 GMT",07621b1a055f26fc22c1865ec14945a28ef1fa86e66a051b33cf8fcc89f316f2
EEG-rec_81-90.zip,"Tue, 22 Nov 2022 11:26:09 GMT",1665e0a842ddd5553724065666e912cae69f9b3a535878ae07c9c95cebb8b38b
EEG-rec_91-100.zip,"Tue, 22 Nov 2022 11:28:40 GMT",91900353f8f0f2863172e5446fe8d21ddb439a4c246bff64ec862b2fd27eba62
EEG_rec_21-30.zip,"Tue, 22 Nov 2022 11:31:15 GMT",c02cab2cd9e3ab07429fcca772b10ad9d53e04b6496cbfc0df804300b2d84979
