file name,timestamp,etag
EEG00081.zip,"Fri, 14 Oct 2022 09:58:07 GMT",c7b11d6f81dacd3a3738095eadbd5ed4fc9e548a7f2840658f6050d4d4f343e4
EEG00082.zip,"Fri, 14 Oct 2022 09:58:19 GMT",97a87102417069a1e59f0192e4091ea223a120564e18a6454e58b08b0ce365e2
EEG00083.zip,"Fri, 14 Oct 2022 09:58:30 GMT",894b2c18a2383d7c907bfa3d952a8629ed6bb371237046839c064b42063b44d8
EEG00084.zip,"Fri, 14 Oct 2022 09:58:43 GMT",bf98e80fd0c84c5e8557d9c4199604a301338ef6a8549cd0a012d904fd9b6105
EEG00085.zip,"Thu, 20 Oct 2022 08:10:41 GMT",08a6cd4f103de284471be751d7132c3b2af96ce7a3dcaa77a42b11efd624a9d9
EEG00086.zip,"Fri, 14 Oct 2022 09:59:06 GMT",14adfe818b1ffbeceef2c72b3e8d4e3eebef450d1fc9229e3ddfaf3700ede48b
EEG00087.zip,"Fri, 14 Oct 2022 09:59:19 GMT",7161ccb8ffcd121bdcaf0876b10798e76510aa1619754ced99a283196acf8a78
EEG00088.zip,"Fri, 14 Oct 2022 09:59:33 GMT",40b0c8274e006f1cfefaa470ef094ad6476be4ee1e00ec1c62dbc72d39442714
EEG00089.zip,"Thu, 20 Oct 2022 08:10:47 GMT",a6e95d3525a80a12a29b84612a9225994ff2b6dd1a526d4dbe69d92a6e7ca568
EEG0090.zip,"Fri, 14 Oct 2022 10:05:59 GMT",83b60e538cd56364e428dcf041ba28af106046ea6e215a3fcfb7486c2a899fd3
