file name,timestamp,etag
EEG-rec_301-310.zip,"Tue, 29 Nov 2022 07:58:58 GMT",98e1078421f7163d8b91d134db3944b236fb7c1dcc79189844e5b0c01f77e310
EEG-rec_311-320.zip,"Tue, 29 Nov 2022 07:59:48 GMT",6edec02a3bd99b8cfe45f52866a3cc1c740253a1c3eb5c3067e5af0b6bdbfe5d
EEG-rec_321-330.zip,"Tue, 29 Nov 2022 08:00:39 GMT",ae65e48e14f7adf62414dac348ee3199ca51f9518a79d90c9fea4356d4468810
EEG-rec_331-340.zip,"Tue, 29 Nov 2022 08:01:30 GMT",08104af21b07494bebb74d52565101e3d6c3f3c5e12b978a486583bc8996b673
EEG-rec_341_350.zip,"Tue, 29 Nov 2022 08:02:17 GMT",46a173c1797fea6f42f977740737f82e1fadb7396ea1fd3a6cc60f936b58a1af
EEG-rec_351-360.zip,"Tue, 29 Nov 2022 08:03:06 GMT",ab1c13b68b4979d15157c0ad0322b24869d9ca6e9d8bb81c60fbbc9374455d8d
EEG-rec_361-370.zip,"Tue, 29 Nov 2022 08:03:59 GMT",59a15fafe30d0e5b1f7075910f126e50e47db464cc80b214dfa88b0602355784
EEG-rec_371-380.zip,"Tue, 29 Nov 2022 08:04:51 GMT",53db5e0c64e7a362041784f9c8ce8c21f77900ac4987bbab70a0cd3190a2f191
EEG-rec_381-390.zip,"Tue, 29 Nov 2022 08:11:06 GMT",8f27de5a038609349dace4af8ae7fe9350ae8604c8087926f42009b22b3955dd
EEG-rec_391-400.zip,"Tue, 29 Nov 2022 08:21:45 GMT",dd47de6fea582dc50f72c4c30d73a4434a516309e7040ccbf8ff33309fd259b9
