file name,timestamp,etag
EEG00021.zip,"Thu, 13 Oct 2022 13:36:54 GMT",052362834cba34be54759ad6d666da0d01bcd1ec0f4ff29694b02f3c38b03f7f
EEG00022.zip,"Thu, 13 Oct 2022 13:39:43 GMT",77e65b1257641dee09eb1ea371ef8a1e30f9589ddedc5df4a04ab4a8f599d3b6
EEG00023.zip,"Thu, 13 Oct 2022 13:42:18 GMT",bef7f5c5b031d7bc37f3c0b3b6157eba83c0c45f022b41e95e1424a0bc736ce2
EEG00024.zip,"Thu, 13 Oct 2022 13:43:16 GMT",a156b166af969fbf813e38ba83e817919f2c857512d3edbe789f1e858ae691b4
EEG00025.zip,"Thu, 13 Oct 2022 13:43:30 GMT",538f28a8a64487c8d240cd80ebe5fc7a8ebc7e79fd1eb3091a8206ac0cd2de51
EEG00026.zip,"Thu, 13 Oct 2022 13:51:28 GMT",126701a71cf59a69660b7f32c91715f0bc074e26f6d6e732988490141068a146
EEG00027.zip,"Thu, 13 Oct 2022 13:58:29 GMT",e14694c95f6e1d68fc1245822203cdc5949e8669a8e04a59241d5bac366a90d5
EEG00028.zip,"Thu, 13 Oct 2022 14:04:33 GMT",d87633a658fb7a9e8ebae45c16f9efc99fb5462323b4972ef23138bbacb61b6d
EEG00029.zip,"Thu, 13 Oct 2022 14:11:54 GMT",2abd5bab160752cc8d8eeae506485a64487a4ed97cb1ab4bf9743ef8d8f32f00
EEG00030.zip,"Thu, 13 Oct 2022 14:18:02 GMT",c10833bc3e1dd488e62bbcd5c36a6ccb1abc43db182ed3ba442fcbc61d3351b9
