file name,timestamp,etag
EEG00041.zip,"Thu, 13 Oct 2022 14:40:59 GMT",3084a4ea701d70da11dda96d981362813ab8fb0cf6caada7463245f1f811e5b0
EEG00042.zip,"Thu, 13 Oct 2022 14:47:21 GMT",841676c6faadcd109beb22e86967ee47f4abe8e01b0a799694b9acbcea187617
EEG00043.zip,"Thu, 13 Oct 2022 14:53:16 GMT",a75833661ff06e2563bd67160d6c85f45ffe367b1e74e2ff2999091e1e1ffb9a
EEG00044.zip,"Thu, 13 Oct 2022 14:59:55 GMT",5ef89d50218aa15caaa4c0ec20887898b5ed55871ac8d0c8819a24a607fcf298
EEG00045.zip,"Thu, 13 Oct 2022 15:06:31 GMT",1b3c1612899ae02bf9bba0452004378a395a19b37128303fa97af785d4d0cf29
EEG00046.zip,"Thu, 13 Oct 2022 15:13:08 GMT",e99366fdc928cfbeb79ccf92b56c2c973f00a51554e29015a3eaea3d5097a675
EEG00047.zip,"Thu, 13 Oct 2022 15:19:41 GMT",b96d7d4487d1ced97587c957f97034380f757052e81626d65f780d8702e7026b
EEG00048.zip,"Thu, 13 Oct 2022 15:25:37 GMT",a083d83972514e78e3d65783cc6568351fe97666becba06bcd1eaf7fba0939bc
EEG00049.zip,"Thu, 13 Oct 2022 15:31:57 GMT",672419d1e6b3de93ee53ba74c86994303028985200d08ad53bd6c01e0f7433b2
EEG00050.zip,"Thu, 13 Oct 2022 15:37:57 GMT",9f8834c89e1d41fb11beeb4f327961d70cacf16322e42cee3894827226943f32
