file name,timestamp,etag
EEG00111.zip,"Mon, 24 Oct 2022 08:39:00 GMT",eb7ea07a922967df173957e56a1bdc97fc15c24c84ca71275c8c90ef1aa0d6e6
EEG00112.zip,"Mon, 24 Oct 2022 08:39:13 GMT",8f6358521771ff811c2816ffc41704f0f595022e9c4d706736815d2f4c36cb6e
EEG00113.zip,"Mon, 24 Oct 2022 08:39:27 GMT",c6403d02fec1cfa3b0cf11add6a056542840df97df1349eb14dbf4c841c3fcd1
EEG00114.zip,"Mon, 24 Oct 2022 08:39:40 GMT",3a57d9d1f555125c2b796f17d89d57c9bdb8aca65acda74c2eae629e8f35162a
EEG00115.zip,"Mon, 24 Oct 2022 08:39:51 GMT",52c7447d55d1f8032983a4a7c8e977b2317a51578b20b143ce5b830415184416
EEG00116.zip,"Mon, 24 Oct 2022 08:40:02 GMT",6bdd2ecc1aae33a8e9b2bee80cc49ff9b16dac4bd1350310c6e7a0dcdc2cd195
EEG00117.zip,"Mon, 24 Oct 2022 08:40:15 GMT",37e5ca95e67817dca3e33c971ce6b9f20e2e7bd6311273f5fea997fec7a177dc
EEG00118.zip,"Mon, 24 Oct 2022 08:40:27 GMT",086157a22abdb9478cd4aa405a58c74fbe53663b1394b4f5e9fbd7318e55dc08
EEG00119.zip,"Mon, 24 Oct 2022 08:41:22 GMT",c527444f5430909b71b5d970f99b5781cc079b5511a05f49c351d22f58a14b42
EEG00120.zip,"Mon, 24 Oct 2022 08:49:30 GMT",8a9bc27d5d52b57cb098cbd8cd443d2e008e826f57a4b8e4f35677ca09da1b3c
