file name,timestamp,etag
EEG00191.zip,"Thu, 27 Oct 2022 09:23:01 GMT",d31cc196de2f48e82319ce749c922f87731a019dce70ce368210ea167c22b8f6
EEG00192.zip,"Thu, 27 Oct 2022 09:31:43 GMT",0fea654e6c5e1220d040251762fb4cfb00518c13630071fe6473c2cf9a86620f
EEG00193.zip,"Thu, 27 Oct 2022 09:39:51 GMT",2e8be939fc04668e2f8878e753114841a6163dfb8d3c89a6683c14dbcd9f217d
EEG00194.zip,"Thu, 27 Oct 2022 09:49:02 GMT",d72a54d52879cd850dfab230406bdf2b2888dcb76fbd1d1d57231ddb6ab879e8
EEG00195.zip,"Thu, 27 Oct 2022 09:58:33 GMT",0e30b2b733deeeece37131a809a290f3c3a5fe57f0a44e6c83ad1046f2f0594f
EEG00196.zip,"Thu, 27 Oct 2022 10:07:15 GMT",18111b1b0517e8e10b4add7c2c9a3ecf5462b9336a65842a4701099a30c053d5
EEG00197.zip,"Thu, 27 Oct 2022 10:15:25 GMT",d6a2b9c1bb59026c016b29b86f0834718e07281e201e99827223d6bb245ec7f5
EEG00198.zip,"Thu, 27 Oct 2022 10:23:34 GMT",bbe36d0f9008044163915718667a643a81228a35cb63c1e17e96a38110bf9da3
EEG00199.zip,"Thu, 27 Oct 2022 10:31:41 GMT",867357c483f8068709ed75ee53d45e21b55c68b75f475dc0bf548fc3c0432c8f
EEG00200.zip,"Thu, 27 Oct 2022 10:40:03 GMT",d285dd0515a4fdc4256a48c7ed85a63bbf1e80b5baf514ed4881f113c4b9a3cc
