file name,timestamp,etag
EEG00101.zip,"Mon, 24 Oct 2022 05:55:13 GMT",f1e259193472d85a4e83a229c870148c393f1b2a491deeae73348f8b02b83d35
EEG00102.zip,"Mon, 24 Oct 2022 06:03:23 GMT",65e9d048ba0808e1d5afde13df91ccf49a2020ac81e86a77650e2cea9d982255
EEG00103.zip,"Mon, 24 Oct 2022 06:11:29 GMT",8222aa499cb8990fb4a6d98fb00f5cd325e56ee213d71f211b062961a4c272ee
EEG00104.zip,"Mon, 24 Oct 2022 06:19:39 GMT",1fd1e4283b7c01032b56d5867cd6dda3b459d12d85266c4e7133f31f78777989
EEG00105.zip,"Mon, 24 Oct 2022 06:27:58 GMT",cd35b33b41815526a0074a13303c3783ded874a819f9048975b1489ba357a622
EEG00106.zip,"Mon, 24 Oct 2022 06:36:05 GMT",87cde5f511b37b47c7a0f45105217c1e55cb04d6f40833d77ca1c1461c8531b1
EEG00107.zip,"Mon, 24 Oct 2022 06:44:13 GMT",d2f51aa6917015198277e613d59752e0e70086a91178f097e23eeb50ed1d89c7
EEG00108.zip,"Mon, 24 Oct 2022 06:52:22 GMT",b5f649df20bde6c1fd1573ccba4be62b9e04a236c04f74cca41a36d5990735d8
EEG00109.zip,"Mon, 24 Oct 2022 07:00:30 GMT",1d92a03ee00dcad04691a7698fc2a22e17f717ad270a1ce727af30627c76acef
EEG00110.zip,"Mon, 24 Oct 2022 07:08:39 GMT",21a13b2b656d4be2e07824eeaae207933a17131a1ae7c02bfa7e1724e631bdac
