file name,timestamp,etag
EEG00181.zip,"Thu, 27 Oct 2022 07:05:43 GMT",bfee089712e17002727eb5fa989f8546195f9349d65e3d0e8dc6be2317ab8809
EEG00182.zip,"Thu, 27 Oct 2022 07:06:09 GMT",8fed68d0aa207911674e18ff5a8b71ea3edcf509fe9783c916e307e2917e1d04
EEG00183.zip,"Thu, 27 Oct 2022 07:06:36 GMT",06330580bc4540304bbe4ff24fe98e8b61e232e5445ad9039a324df99502d277
EEG00184.zip,"Thu, 27 Oct 2022 07:07:03 GMT",0d5e5b7338612d2dfe85b162d2e813b3b11faa9ee3a53b9e59adc183b2a6a07a
EEG00185.zip,"Thu, 27 Oct 2022 07:07:35 GMT",1d19449c2b275b6c8772edb0882824c5bde43d1ccff71ad700c5ae5440cad428
EEG00186.zip,"Thu, 27 Oct 2022 07:08:02 GMT",1fa9c0efebd796b994aa25f433b880bad6a55b82f5cf40d5e16ba465d8195eab
EEG00187.zip,"Thu, 27 Oct 2022 07:08:30 GMT",49c57d2075bb03633443102640098396cbc0ed79e5aeb4bd96ea23dbd5b1d8b0
EEG00188.zip,"Thu, 27 Oct 2022 07:17:07 GMT",9c08f6ce5f51bc997f3069988f8784517c795873f634157b14de6cffb91b9b6b
EEG00189.zip,"Thu, 27 Oct 2022 07:25:27 GMT",38d673e6cbd617b0b563758b71fb2be6a5d5e3bdeaeade3a766e59d8426158f9
EEG00190.zip,"Thu, 27 Oct 2022 07:33:45 GMT",469948072a5b62f382911293888fe960cb1e18160941282348e6f321b2aa076e
